county,precinct,office,district,party,candidate,votes,election_day,mail
Santa Clara,0003408,Registered Voters,,,,4039,,
Santa Clara,0003409,Registered Voters,,,,4109,,
Santa Clara,0003410,Registered Voters,,,,4179,,
Santa Clara,0003417,Registered Voters,,,,3754,,
Santa Clara,0003427,Registered Voters,,,,3240,,
Santa Clara,0003434,Registered Voters,,,,2385,,
Santa Clara,0003438,Registered Voters,,,,4335,,
Santa Clara,0003445,Registered Voters,,,,4000,,
Santa Clara,0003601,Registered Voters,,,,1493,,
Santa Clara,0003602,Registered Voters,,,,2654,,
Santa Clara,0003603,Registered Voters,,,,1443,,
Santa Clara,0003604,Registered Voters,,,,3195,,
Santa Clara,0003605,Registered Voters,,,,3612,,
Santa Clara,0003606,Registered Voters,,,,2846,,
Santa Clara,0003608,Registered Voters,,,,3234,,
Santa Clara,0003609,Registered Voters,,,,4404,,
Santa Clara,0003611,Registered Voters,,,,3101,,
Santa Clara,0003614,Registered Voters,,,,1504,,
Santa Clara,0003624,Registered Voters,,,,3889,,
Santa Clara,0003635,Registered Voters,,,,0,,
Santa Clara,0003652,Registered Voters,,,,1476,,
Santa Clara,0003655,Registered Voters,,,,219,,
Santa Clara,0003669,Registered Voters,,,,3,,
Santa Clara,0003670,Registered Voters,,,,160,,
Santa Clara,0003777,Registered Voters,,,,1745,,
Santa Clara,0003779,Registered Voters,,,,146,,
Santa Clara,0003782,Registered Voters,,,,421,,
Santa Clara,0003783,Registered Voters,,,,423,,
Santa Clara,0003801,Registered Voters,,,,1711,,
Santa Clara,0003802,Registered Voters,,,,2793,,
Santa Clara,0003803,Registered Voters,,,,2482,,
Santa Clara,0003804,Registered Voters,,,,1112,,
Santa Clara,0003810,Registered Voters,,,,2257,,
Santa Clara,0003811,Registered Voters,,,,2865,,
Santa Clara,0003814,Registered Voters,,,,2713,,
Santa Clara,0003820,Registered Voters,,,,2323,,
Santa Clara,0003821,Registered Voters,,,,1089,,
Santa Clara,0003825,Registered Voters,,,,1427,,
Santa Clara,0003828,Registered Voters,,,,1215,,
Santa Clara,0003835,Registered Voters,,,,1393,,
Santa Clara,0003840,Registered Voters,,,,2253,,
Santa Clara,0003846,Registered Voters,,,,117,,
Santa Clara,0003861,Registered Voters,,,,82,,
Santa Clara,0004401,Registered Voters,,,,3560,,
Santa Clara,0004402,Registered Voters,,,,4133,,
Santa Clara,0004403,Registered Voters,,,,334,,
Santa Clara,0004405,Registered Voters,,,,4385,,
Santa Clara,0004407,Registered Voters,,,,3743,,
Santa Clara,0004409,Registered Voters,,,,4845,,
Santa Clara,0004411,Registered Voters,,,,2581,,
Santa Clara,0004412,Registered Voters,,,,4345,,
Santa Clara,0004414,Registered Voters,,,,4757,,
Santa Clara,0004417,Registered Voters,,,,3982,,
Santa Clara,0004665,Registered Voters,,,,38,,
Santa Clara,0004666,Registered Voters,,,,7,,
Santa Clara,0004671,Registered Voters,,,,1844,,
Santa Clara,0004672,Registered Voters,,,,1031,,
Santa Clara,0004674,Registered Voters,,,,1594,,
Santa Clara,0004675,Registered Voters,,,,3153,,
Santa Clara,0004685,Registered Voters,,,,1707,,
Santa Clara,0004687,Registered Voters,,,,1777,,
Santa Clara,0004688,Registered Voters,,,,3379,,
Santa Clara,0004691,Registered Voters,,,,2285,,
Santa Clara,0004696,Registered Voters,,,,1356,,
Santa Clara,0004698,Registered Voters,,,,1201,,
Santa Clara,0004699,Registered Voters,,,,1732,,
Santa Clara,0004702,Registered Voters,,,,1089,,
Santa Clara,0004715,Registered Voters,,,,641,,
Santa Clara,0004733,Registered Voters,,,,51,,
Santa Clara,0004801,Registered Voters,,,,1564,,
Santa Clara,0004806,Registered Voters,,,,3037,,
Santa Clara,0004811,Registered Voters,,,,1845,,
Santa Clara,0004826,Registered Voters,,,,1603,,
Santa Clara,0004827,Registered Voters,,,,3182,,
Santa Clara,0004833,Registered Voters,,,,2168,,
Santa Clara,0004851,Registered Voters,,,,1204,,
Santa Clara,0004853,Registered Voters,,,,2222,,
Santa Clara,0004858,Registered Voters,,,,3005,,
Santa Clara,0004876,Registered Voters,,,,3740,,
Santa Clara,0004881,Registered Voters,,,,4439,,
Santa Clara,0004941,Registered Voters,,,,3088,,
Santa Clara,0004942,Registered Voters,,,,2217,,
Santa Clara,0004943,Registered Voters,,,,107,,
Santa Clara,0004944,Registered Voters,,,,1139,,
Santa Clara,0004945,Registered Voters,,,,1582,,
Santa Clara,0004946,Registered Voters,,,,3484,,
Santa Clara,0004949,Registered Voters,,,,2620,,
Santa Clara,0004950,Registered Voters,,,,2320,,
Santa Clara,0004954,Registered Voters,,,,2050,,
Santa Clara,0004956,Registered Voters,,,,270,,
Santa Clara,0004958,Registered Voters,,,,1699,,
Santa Clara,0004965,Registered Voters,,,,3097,,
Santa Clara,0004969,Registered Voters,,,,2417,,
Santa Clara,0004971,Registered Voters,,,,944,,
Santa Clara,0004973,Registered Voters,,,,2540,,
Santa Clara,0004974,Registered Voters,,,,1119,,
Santa Clara,0005449,Registered Voters,,,,148,,
Santa Clara,0005451,Registered Voters,,,,17,,
Santa Clara,0005454,Registered Voters,,,,9,,
Santa Clara,0005455,Registered Voters,,,,0,,
Santa Clara,0005456,Registered Voters,,,,4,,
Santa Clara,0005458,Registered Voters,,,,2,,
Santa Clara,0005502,Registered Voters,,,,464,,
Santa Clara,0005503,Registered Voters,,,,400,,
Santa Clara,0005505,Registered Voters,,,,374,,
Santa Clara,0005507,Registered Voters,,,,1,,
Santa Clara,0005556,Registered Voters,,,,1648,,
Santa Clara,0005557,Registered Voters,,,,1052,,
Santa Clara,0005567,Registered Voters,,,,616,,
Santa Clara,0005742,Registered Voters,,,,18,,
Santa Clara,0005743,Registered Voters,,,,587,,
Santa Clara,0005745,Registered Voters,,,,493,,
Santa Clara,0005747,Registered Voters,,,,988,,
Santa Clara,0005748,Registered Voters,,,,1927,,
Santa Clara,0005756,Registered Voters,,,,103,,
Santa Clara,0005758,Registered Voters,,,,187,,
Santa Clara,0005759,Registered Voters,,,,477,,
Santa Clara,0005762,Registered Voters,,,,298,,
Santa Clara,0005763,Registered Voters,,,,82,,
Santa Clara,0005770,Registered Voters,,,,181,,
Santa Clara,0005775,Registered Voters,,,,373,,
Santa Clara,0005785,Registered Voters,,,,0,,
Santa Clara,0005793,Registered Voters,,,,0,,
Santa Clara,0005795,Registered Voters,,,,3,,
Santa Clara,0005804,Registered Voters,,,,1276,,
Santa Clara,0005810,Registered Voters,,,,415,,
Santa Clara,0005811,Registered Voters,,,,327,,
Santa Clara,0005813,Registered Voters,,,,60,,
Santa Clara,0005814,Registered Voters,,,,263,,
Santa Clara,0005854,Registered Voters,,,,2,,
Santa Clara,0005879,Registered Voters,,,,25,,
Santa Clara,0005886,Registered Voters,,,,22,,
Santa Clara,0005888,Registered Voters,,,,0,,
Santa Clara,0005894,Registered Voters,,,,258,,
Santa Clara,0005896,Registered Voters,,,,4,,
Santa Clara,0005901,Registered Voters,,,,1,,
Santa Clara,0005902,Registered Voters,,,,496,,
Santa Clara,0005903,Registered Voters,,,,679,,
Santa Clara,0005906,Registered Voters,,,,472,,
Santa Clara,0005907,Registered Voters,,,,9,,
Santa Clara,0005911,Registered Voters,,,,2097,,
Santa Clara,0005912,Registered Voters,,,,212,,
Santa Clara,0005914,Registered Voters,,,,1243,,
Santa Clara,0005915,Registered Voters,,,,1049,,
Santa Clara,0005916,Registered Voters,,,,91,,
Santa Clara,0005917,Registered Voters,,,,296,,
Santa Clara,0005919,Registered Voters,,,,413,,
Santa Clara,0005922,Registered Voters,,,,628,,
Santa Clara,0005925,Registered Voters,,,,94,,
Santa Clara,0005927,Registered Voters,,,,1,,
Santa Clara,0005929,Registered Voters,,,,159,,
Santa Clara,0005931,Registered Voters,,,,160,,
Santa Clara,0005936,Registered Voters,,,,506,,
Santa Clara,0005940,Registered Voters,,,,59,,
Santa Clara,0005947,Registered Voters,,,,575,,
Santa Clara,0005949,Registered Voters,,,,685,,
Santa Clara,0005950,Registered Voters,,,,159,,
Santa Clara,0005951,Registered Voters,,,,6,,
Santa Clara,0005955,Registered Voters,,,,1347,,
Santa Clara,0005956,Registered Voters,,,,1192,,
Santa Clara,0005957,Registered Voters,,,,152,,
Santa Clara,0005958,Registered Voters,,,,943,,
Santa Clara,0005959,Registered Voters,,,,103,,
Santa Clara,0005965,Registered Voters,,,,1280,,
Santa Clara,0005966,Registered Voters,,,,241,,
Santa Clara,0005975,Registered Voters,,,,57,,
Santa Clara,0005988,Registered Voters,,,,2,,
Santa Clara,0006023,Registered Voters,,,,18,,
Santa Clara,0006028,Registered Voters,,,,73,,
Santa Clara,0006031,Registered Voters,,,,35,,
Santa Clara,0006035,Registered Voters,,,,0,,
Santa Clara,0006036,Registered Voters,,,,0,,
Santa Clara,0006048,Registered Voters,,,,24,,
Santa Clara,0006401,Registered Voters,,,,1,,
Santa Clara,0006402,Registered Voters,,,,100,,
Santa Clara,0006404,Registered Voters,,,,2921,,
Santa Clara,0006405,Registered Voters,,,,11,,
Santa Clara,0006410,Registered Voters,,,,110,,
Santa Clara,0006413,Registered Voters,,,,10,,
Santa Clara,0006418,Registered Voters,,,,868,,
Santa Clara,0006419,Registered Voters,,,,64,,
Santa Clara,0006423,Registered Voters,,,,59,,
Santa Clara,0006452,Registered Voters,,,,1297,,
Santa Clara,0006454,Registered Voters,,,,301,,
Santa Clara,0006455,Registered Voters,,,,3400,,
Santa Clara,0006491,Registered Voters,,,,28,,
Santa Clara,0006502,Registered Voters,,,,376,,
Santa Clara,0006509,Registered Voters,,,,23,,
Santa Clara,0006510,Registered Voters,,,,38,,
Santa Clara,0006511,Registered Voters,,,,152,,
Santa Clara,0006515,Registered Voters,,,,129,,
Santa Clara,0006624,Registered Voters,,,,7,,
Santa Clara,0006625,Registered Voters,,,,5,,
Santa Clara,0006669,Registered Voters,,,,85,,
Santa Clara,0006678,Registered Voters,,,,61,,
Santa Clara,0007001,Registered Voters,,,,2136,,
Santa Clara,0007005,Registered Voters,,,,2719,,
Santa Clara,0007011,Registered Voters,,,,378,,
Santa Clara,0007012,Registered Voters,,,,2078,,
Santa Clara,0007014,Registered Voters,,,,2416,,
Santa Clara,0007019,Registered Voters,,,,3976,,
Santa Clara,0007025,Registered Voters,,,,3425,,
Santa Clara,0007028,Registered Voters,,,,3142,,
Santa Clara,0007032,Registered Voters,,,,4060,,
Santa Clara,0007036,Registered Voters,,,,3701,,
Santa Clara,0007038,Registered Voters,,,,321,,
Santa Clara,0007041,Registered Voters,,,,3457,,
Santa Clara,0007044,Registered Voters,,,,2098,,
Santa Clara,0007046,Registered Voters,,,,3396,,
Santa Clara,0007051,Registered Voters,,,,0,,
Santa Clara,0007059,Registered Voters,,,,549,,
Santa Clara,0007061,Registered Voters,,,,2225,,
Santa Clara,0007062,Registered Voters,,,,2982,,
Santa Clara,0007079,Registered Voters,,,,2131,,
Santa Clara,0007081,Registered Voters,,,,1922,,
Santa Clara,0007089,Registered Voters,,,,1362,,
Santa Clara,0007201,Registered Voters,,,,489,,
Santa Clara,0007202,Registered Voters,,,,1040,,
Santa Clara,0007203,Registered Voters,,,,701,,
Santa Clara,0007205,Registered Voters,,,,3320,,
Santa Clara,0007214,Registered Voters,,,,2130,,
Santa Clara,0007217,Registered Voters,,,,4044,,
Santa Clara,0007219,Registered Voters,,,,1185,,
Santa Clara,0007221,Registered Voters,,,,1804,,
Santa Clara,0007224,Registered Voters,,,,1022,,
Santa Clara,0007231,Registered Voters,,,,826,,
Santa Clara,0007235,Registered Voters,,,,2681,,
Santa Clara,0007237,Registered Voters,,,,2778,,
Santa Clara,0007245,Registered Voters,,,,295,,
Santa Clara,0007246,Registered Voters,,,,1654,,
Santa Clara,0007248,Registered Voters,,,,2685,,
Santa Clara,0007252,Registered Voters,,,,3672,,
Santa Clara,0007255,Registered Voters,,,,3699,,
Santa Clara,0007257,Registered Voters,,,,1653,,
Santa Clara,0007261,Registered Voters,,,,2322,,
Santa Clara,0007264,Registered Voters,,,,2647,,
Santa Clara,0007271,Registered Voters,,,,3185,,
Santa Clara,0007273,Registered Voters,,,,3592,,
Santa Clara,0007282,Registered Voters,,,,2151,,
Santa Clara,0007294,Registered Voters,,,,778,,
Santa Clara,0007295,Registered Voters,,,,2045,,
Santa Clara,0007298,Registered Voters,,,,1362,,
Santa Clara,0007299,Registered Voters,,,,1137,,
Santa Clara,0007306,Registered Voters,,,,0,,
Santa Clara,0007401,Registered Voters,,,,0,,
Santa Clara,0007402,Registered Voters,,,,660,,
Santa Clara,0007403,Registered Voters,,,,1650,,
Santa Clara,0007408,Registered Voters,,,,966,,
Santa Clara,0007409,Registered Voters,,,,494,,
Santa Clara,0007410,Registered Voters,,,,8,,
Santa Clara,0007411,Registered Voters,,,,58,,
Santa Clara,0007414,Registered Voters,,,,392,,
Santa Clara,0007415,Registered Voters,,,,53,,
Santa Clara,0007416,Registered Voters,,,,250,,
Santa Clara,0007417,Registered Voters,,,,3477,,
Santa Clara,0007418,Registered Voters,,,,2233,,
Santa Clara,0007419,Registered Voters,,,,1353,,
Santa Clara,0007430,Registered Voters,,,,3307,,
Santa Clara,0007435,Registered Voters,,,,3152,,
Santa Clara,0007436,Registered Voters,,,,4845,,
Santa Clara,0007438,Registered Voters,,,,419,,
Santa Clara,0007440,Registered Voters,,,,72,,
Santa Clara,0007441,Registered Voters,,,,2350,,
Santa Clara,0007442,Registered Voters,,,,356,,
Santa Clara,0007447,Registered Voters,,,,3253,,
Santa Clara,0007458,Registered Voters,,,,2928,,
Santa Clara,0007459,Registered Voters,,,,3365,,
Santa Clara,0007470,Registered Voters,,,,2646,,
Santa Clara,0007471,Registered Voters,,,,4273,,
Santa Clara,0007479,Registered Voters,,,,1875,,
Santa Clara,0007483,Registered Voters,,,,3183,,
Santa Clara,0007601,Registered Voters,,,,3927,,
Santa Clara,0007606,Registered Voters,,,,4352,,
Santa Clara,0007609,Registered Voters,,,,1044,,
Santa Clara,0007615,Registered Voters,,,,1407,,
Santa Clara,0007619,Registered Voters,,,,2469,,
Santa Clara,0007620,Registered Voters,,,,3744,,
Santa Clara,0007621,Registered Voters,,,,4374,,
Santa Clara,0007624,Registered Voters,,,,3107,,
Santa Clara,0007632,Registered Voters,,,,3674,,
Santa Clara,0007634,Registered Voters,,,,2025,,
Santa Clara,0007648,Registered Voters,,,,3583,,
Santa Clara,0007654,Registered Voters,,,,4833,,
Santa Clara,0007660,Registered Voters,,,,3885,,
Santa Clara,0007666,Registered Voters,,,,3876,,
Santa Clara,0007670,Registered Voters,,,,118,,
Santa Clara,0007673,Registered Voters,,,,1,,
Santa Clara,0007674,Registered Voters,,,,3,,
Santa Clara,0007677,Registered Voters,,,,4292,,
Santa Clara,0007680,Registered Voters,,,,2456,,
Santa Clara,0007689,Registered Voters,,,,16,,
Santa Clara,0007690,Registered Voters,,,,1264,,
Santa Clara,0007801,Registered Voters,,,,881,,
Santa Clara,0007802,Registered Voters,,,,458,,
Santa Clara,0007803,Registered Voters,,,,1204,,
Santa Clara,0007805,Registered Voters,,,,2246,,
Santa Clara,0007810,Registered Voters,,,,309,,
Santa Clara,0007811,Registered Voters,,,,230,,
Santa Clara,0007812,Registered Voters,,,,1728,,
Santa Clara,0007816,Registered Voters,,,,288,,
Santa Clara,0007817,Registered Voters,,,,12,,
Santa Clara,0007818,Registered Voters,,,,257,,
Santa Clara,0007821,Registered Voters,,,,4767,,
Santa Clara,0007826,Registered Voters,,,,4223,,
Santa Clara,0007827,Registered Voters,,,,1536,,
Santa Clara,0007832,Registered Voters,,,,2704,,
Santa Clara,0007833,Registered Voters,,,,3385,,
Santa Clara,0007843,Registered Voters,,,,5001,,
Santa Clara,0007849,Registered Voters,,,,3380,,
Santa Clara,0007850,Registered Voters,,,,2424,,
Santa Clara,0007851,Registered Voters,,,,1426,,
Santa Clara,0007861,Registered Voters,,,,2087,,
Santa Clara,0007867,Registered Voters,,,,3759,,
Santa Clara,0007874,Registered Voters,,,,507,,
Santa Clara,0007880,Registered Voters,,,,5,,
Santa Clara,0008001,Registered Voters,,,,273,,
Santa Clara,0008002,Registered Voters,,,,465,,
Santa Clara,0008003,Registered Voters,,,,2865,,
Santa Clara,0008005,Registered Voters,,,,4023,,
Santa Clara,0008007,Registered Voters,,,,761,,
Santa Clara,0008011,Registered Voters,,,,492,,
Santa Clara,0008012,Registered Voters,,,,16,,
Santa Clara,0008013,Registered Voters,,,,109,,
Santa Clara,0008016,Registered Voters,,,,4535,,
Santa Clara,0008017,Registered Voters,,,,1925,,
Santa Clara,0008022,Registered Voters,,,,969,,
Santa Clara,0008023,Registered Voters,,,,970,,
Santa Clara,0008026,Registered Voters,,,,1174,,
Santa Clara,0008028,Registered Voters,,,,382,,
Santa Clara,0008029,Registered Voters,,,,170,,
Santa Clara,0008030,Registered Voters,,,,1148,,
Santa Clara,0008033,Registered Voters,,,,282,,
Santa Clara,0008034,Registered Voters,,,,290,,
Santa Clara,0008038,Registered Voters,,,,4,,
Santa Clara,0008040,Registered Voters,,,,630,,
Santa Clara,0008047,Registered Voters,,,,2162,,
Santa Clara,0008049,Registered Voters,,,,59,,
Santa Clara,0008050,Registered Voters,,,,1860,,
Santa Clara,0008053,Registered Voters,,,,2999,,
Santa Clara,0008054,Registered Voters,,,,2428,,
Santa Clara,0008055,Registered Voters,,,,339,,
Santa Clara,0008062,Registered Voters,,,,3284,,
Santa Clara,0008066,Registered Voters,,,,1063,,
Santa Clara,0008067,Registered Voters,,,,3081,,
Santa Clara,0008068,Registered Voters,,,,49,,
Santa Clara,0008072,Registered Voters,,,,606,,
Santa Clara,0008073,Registered Voters,,,,563,,
Santa Clara,0008079,Registered Voters,,,,2822,,
Santa Clara,0008082,Registered Voters,,,,2118,,
Santa Clara,0008085,Registered Voters,,,,1419,,
Santa Clara,0008089,Registered Voters,,,,2970,,
Santa Clara,0008092,Registered Voters,,,,91,,
Santa Clara,0008093,Registered Voters,,,,55,,
Santa Clara,0008096,Registered Voters,,,,2762,,
Santa Clara,0008101,Registered Voters,,,,1515,,
Santa Clara,0008104,Registered Voters,,,,164,,
Santa Clara,0008105,Registered Voters,,,,423,,
Santa Clara,0008117,Registered Voters,,,,1915,,
Santa Clara,0008122,Registered Voters,,,,2730,,
Santa Clara,0008128,Registered Voters,,,,10,,
Santa Clara,0008133,Registered Voters,,,,20,,
Santa Clara,0008201,Registered Voters,,,,2933,,
Santa Clara,0008203,Registered Voters,,,,3023,,
Santa Clara,0008205,Registered Voters,,,,3725,,
Santa Clara,0008208,Registered Voters,,,,3106,,
Santa Clara,0008212,Registered Voters,,,,1552,,
Santa Clara,0008214,Registered Voters,,,,602,,
Santa Clara,0008227,Registered Voters,,,,4001,,
Santa Clara,0008228,Registered Voters,,,,2382,,
Santa Clara,0008230,Registered Voters,,,,3764,,
Santa Clara,0008231,Registered Voters,,,,2526,,
Santa Clara,0008232,Registered Voters,,,,4524,,
Santa Clara,0008236,Registered Voters,,,,4911,,
Santa Clara,0008246,Registered Voters,,,,2902,,
Santa Clara,0008254,Registered Voters,,,,3016,,
Santa Clara,0008262,Registered Voters,,,,2099,,
Santa Clara,0008264,Registered Voters,,,,2143,,
Santa Clara,0008401,Registered Voters,,,,2543,,
Santa Clara,0008404,Registered Voters,,,,5049,,
Santa Clara,0008408,Registered Voters,,,,1578,,
Santa Clara,0008409,Registered Voters,,,,1567,,
Santa Clara,0008414,Registered Voters,,,,469,,
Santa Clara,0008418,Registered Voters,,,,538,,
Santa Clara,0008421,Registered Voters,,,,49,,
Santa Clara,0008423,Registered Voters,,,,2,,
Santa Clara,0008430,Registered Voters,,,,3972,,
Santa Clara,0008435,Registered Voters,,,,4237,,
Santa Clara,0008438,Registered Voters,,,,4863,,
Santa Clara,0008439,Registered Voters,,,,3957,,
Santa Clara,0008445,Registered Voters,,,,2413,,
Santa Clara,0008447,Registered Voters,,,,10,,
Santa Clara,0008456,Registered Voters,,,,4489,,
Santa Clara,0008457,Registered Voters,,,,4349,,
Santa Clara,0008464,Registered Voters,,,,4207,,
Santa Clara,0008470,Registered Voters,,,,4024,,
Santa Clara,0008472,Registered Voters,,,,3480,,
Santa Clara,0008486,Registered Voters,,,,4200,,
Santa Clara,0008492,Registered Voters,,,,4467,,
Santa Clara,0008502,Registered Voters,,,,258,,
Santa Clara,0008601,Registered Voters,,,,586,,
Santa Clara,0008603,Registered Voters,,,,2632,,
Santa Clara,0008605,Registered Voters,,,,3541,,
Santa Clara,0008609,Registered Voters,,,,0,,
Santa Clara,0008610,Registered Voters,,,,1728,,
Santa Clara,0008612,Registered Voters,,,,2526,,
Santa Clara,0008615,Registered Voters,,,,2336,,
Santa Clara,0008619,Registered Voters,,,,815,,
Santa Clara,0008625,Registered Voters,,,,132,,
Santa Clara,0008627,Registered Voters,,,,1434,,
Santa Clara,0008629,Registered Voters,,,,2148,,
Santa Clara,0008630,Registered Voters,,,,2906,,
Santa Clara,0008631,Registered Voters,,,,1689,,
Santa Clara,0008634,Registered Voters,,,,508,,
Santa Clara,0008636,Registered Voters,,,,456,,
Santa Clara,0008645,Registered Voters,,,,3394,,
Santa Clara,0008648,Registered Voters,,,,3033,,
Santa Clara,0008650,Registered Voters,,,,421,,
Santa Clara,0008653,Registered Voters,,,,260,,
Santa Clara,0008654,Registered Voters,,,,311,,
Santa Clara,0008655,Registered Voters,,,,0,,
Santa Clara,0008657,Registered Voters,,,,766,,
Santa Clara,0008658,Registered Voters,,,,3874,,
Santa Clara,0008670,Registered Voters,,,,2848,,
Santa Clara,0008675,Registered Voters,,,,1559,,
Santa Clara,0008676,Registered Voters,,,,3196,,
Santa Clara,0008680,Registered Voters,,,,2189,,
Santa Clara,0008683,Registered Voters,,,,3591,,
Santa Clara,0008687,Registered Voters,,,,3452,,
Santa Clara,0008697,Registered Voters,,,,3637,,
Santa Clara,0008801,Registered Voters,,,,2428,,
Santa Clara,0008805,Registered Voters,,,,1963,,
Santa Clara,0008809,Registered Voters,,,,3399,,
Santa Clara,0008812,Registered Voters,,,,2026,,
Santa Clara,0008817,Registered Voters,,,,1041,,
Santa Clara,0008820,Registered Voters,,,,2110,,
Santa Clara,0008822,Registered Voters,,,,2375,,
Santa Clara,0008828,Registered Voters,,,,803,,
Santa Clara,0008829,Registered Voters,,,,721,,
Santa Clara,0008832,Registered Voters,,,,2104,,
Santa Clara,0008834,Registered Voters,,,,1266,,
Santa Clara,0008838,Registered Voters,,,,300,,
Santa Clara,0008839,Registered Voters,,,,3405,,
